eres,linewidth,imax,width,length,R2
2.002197427720704,0.15715251549831438,1.6944258686279671e-15,30.510000000000005,69.67,0.9980446135820947
1.7071237723963517,0.10098073733909199,1.112940861360408e-14,29.08,96.84000000000002,0.9996620813555851
1.8083814110874559,0.10566662057025243,5.524610936801455e-15,27.390000000000004,83.27000000000001,0.9997094705800793
1.6226882498715807,0.09094763138339208,1.2514300752065571e-14,27.050000000000004,100.63,0.9996387275877461
1.876885529610542,0.12105039138042764,2.2121817803636373e-15,25.830000000000002,71.47,0.9993990009076512
1.5876136500555416,0.10241183834866903,2.0874261565566382e-14,30.67,116.28000000000002,0.999428317162059
1.88957615230317,0.12996456094582098,3.99494276322212e-15,29.91,80.07000000000001,0.9990015726321202
2.0021570426176387,0.16389550332982317,1.5467656939674095e-15,30.510000000000005,69.17,0.9978022088035863
1.8014167465406767,0.10252359811195398,5.079559085135433e-15,27.050000000000004,81.43,0.9997426195588227
1.868522076028014,0.126447957039842,5.410938648141472e-15,31.18,84.32000000000001,0.9991645852175022
1.8577813699513022,0.12060505889341995,5.7069184340605806e-15,30.89,84.71,0.9993941521301596
1.7383383540826973,0.10831839838595098,1.1607261667836792e-14,30.620000000000005,98.06,0.9996118499481942
1.7818398247521734,0.11406757820377889,1.0375560175081653e-14,31.460000000000004,95.61000000000001,0.9996004424291814
1.6308171456733533,0.10386627698050545,1.8266122160974882e-14,30.870000000000005,110.98,0.9994907863174539
1.876488391945684,0.12040382763694873,2.2652075268873016e-15,26.06,71.79,0.9990023818534102
1.7863665456542757,0.1003288066526561,5.205194403093047e-15,26.85,81.53,0.9997507233367846
1.823963615898515,0.11165473478902685,6.269323586783012e-15,29.480000000000004,85.43000000000002,0.999643483565357
1.93775540937158,0.14410769844702914,3.720599392111154e-15,31.81,79.53000000000002,0.9988006135918821
1.706673497383756,0.09731423393524967,9.65980200050435e-15,27.66,93.71,0.9997064275185399
1.7859321962162773,0.11493415780857384,9.736659517138607e-15,31.8,94.18,0.9995384247559292
1.9406758054688324,0.14562411734283698,1.4312601974908093e-15,26.97,67.70000000000002,0.9983764525737332
1.877859771036335,0.12490480581950063,4.527795663797573e-15,29.930000000000003,81.55,0.9992349938872879
1.697583275207892,0.10375121899664974,1.307669508241195e-14,30.040000000000003,100.97000000000001,0.9996206013992184
1.5446100909458462,0.08393676106829621,1.3710552473154684e-14,25.87,104.73,0.9995945841136317
1.981614302574812,0.15469371429902934,1.945052465622518e-15,30.58,71.27000000000001,0.9984506773435419
1.8016127698712379,0.10269487505636363,5.0455643514772145e-15,26.95,81.43,0.9997323862214393
1.8593886530966586,0.12332505551997185,6.3618279796970615e-15,31.63,86.72,0.9993981760424866
1.8345084417423758,0.11783307544616897,7.264943456521015e-15,31.41,88.35,0.9995389227324314
1.893337407346841,0.12791008676416557,3.8985260430421196e-15,30.070000000000004,79.22,0.9992676585753654
1.894835938605082,0.13043371077679833,3.110885872948011e-15,29.31,76.69,0.9987710703955244
1.9487792899527578,0.15006826565753756,1.6639986515982439e-15,28.160000000000004,69.69,0.998714929780376
1.831190569516019,0.10394430283321836,3.249563538313035e-15,25.640000000000004,74.79,0.999682216700632
1.808279101181537,0.11468456902746293,8.538625844507459e-15,31.26,91.25,0.9996017064448924
1.7574574135600578,0.10649733981938829,9.372394180496908e-15,29.850000000000005,92.97,0.9996478416528682
2.005869080700389,0.17005776203727968,1.612353418792388e-15,30.58,70.27000000000001,0.9975923821027349
1.8361561626298706,0.11620504745270561,6.228107959781022e-15,30.79,85.71000000000001,0.9994750526187476
1.8184744149416514,0.1115158816606827,6.562061363496181e-15,29.660000000000004,86.2,0.999632598556241
1.839287110971732,0.11564768399232747,4.778400388139154e-15,28.720000000000002,81.52000000000001,0.9995474044860038
1.8496843458946495,0.10914176254380058,2.578488467916436e-15,25.610000000000003,72.36000000000001,0.9994218872420292
1.845799351707602,0.11609411948137797,5.770582115602301e-15,29.95,84.40000000000002,0.9995632277147851
1.5722945696375512,0.0861525146289744,1.3244446062124974e-14,25.840000000000003,103.44000000000001,0.9996110289587743
1.794811323339272,0.11304804812009672,8.089854308114169e-15,30.320000000000004,90.68000000000002,0.999563795524581
1.658078975073766,0.09508798229816676,1.2106332676948158e-14,27.840000000000003,99.44000000000001,0.9996623216410748
1.7373835050036872,0.11253076118345268,1.3479468782498011e-14,31.95,101.72,0.9995780265485152
1.8716869098473348,0.11960843841984135,1.8366383980415933e-15,25.37,69.30000000000001,0.9991368777763747
1.8019854024639177,0.1030754831719863,5.065555105914757e-15,26.95,81.53,0.9997318625995326
1.8402418941981888,0.11368922650224302,5.4656066741837766e-15,29.29,83.38,0.999589127562943
1.6943728958277682,0.09820272544511051,1.0845571955003187e-14,28.28,96.44000000000001,0.9996761916447988
1.8218579755247732,0.11365354133219456,7.148750750246351e-15,30.320000000000004,87.78000000000002,0.9996221239220187
