eres,linewidth,imax,width,length
2.069786845,0.481079044,4.81E-14,99,146
2.018147565,0.180860706,7.10E-15,44,91
2.088130136,0.166325059,8.10E-16,31.53,61.8
1.75606004,0.083028516,6.04E-15,24.5762,81.389
1.994569088,0.15693566,4.72E-15,37,83
1.700614952,0.078660303,4.39E-15,22.0095,78.0043
1.778865232,0.07946655,4.25E-15,23.957,74.5433
1.413604027,0.087023147,3.98E-15,18.4476,96.11
1.647511827,0.079191099,4.25E-15,21.1111,80.1111
1.931214506,0.361481347,4.89E-14,83,151
1.99756254,0.116063858,1.96E-15,29.4,67.5
2.063227822,0.172631027,2.59E-15,38,75.8
1.942048427,0.128073274,1.36E-15,25.7,64.5
1.449424398,0.079571896,1.38E-15,15.237,75.8984
2.0252222,0.186929164,8.78E-15,47,95
1.458796924,0.080616921,1.93E-15,16.4345,80.0435
1.713356746,0.089175672,8.80E-15,26.2,90.5
1.500791121,0.079308042,2.10E-15,16.9838,78.4405
1.414294532,0.085764877,3.40E-15,18.1389,92.9605
1.989143949,0.158449738,9.43E-15,43,94
1.67743156,0.086208205,7.60E-15,24.644,89.051
1.493182445,0.087032938,5.50E-15,20.8781,95.3711
1.936530864,0.142924825,1.26E-14,42,98
1.363552496,0.087059668,3.01E-15,17.5342,94.935
1.790399622,0.081503277,4.77E-15,24.3089,76.5002
1.4883203,0.081434385,2.77E-15,18.0976,83.4191
2.050202033,0.417386418,4.04E-14,90,140
1.647670638,0.081559696,5.28E-15,22.1567,83.922
2.081477069,0.165762111,7.95E-16,31,61.5
1.95734501,0.361773827,4.55E-14,83,147
1.918677348,0.284049072,4.13E-14,72,141
1.4304997,0.086185007,3.89E-15,18.4596,94.2315
1.551605307,0.082957537,4.55E-15,20.2515,87.5057
1.609119615,0.083108737,5.53E-15,22.0111,87.0111
2.022657591,0.148947208,4.06E-15,37,80
2.01076229,0.151613443,1.36E-15,29.71,66.12
1.865977956,0.311744256,5.11E-14,76,153.5
1.426322212,0.083456009,2.55E-15,17.1157,87.085
1.720936941,0.091709962,1.00E-14,27.79,92.49
2.045161971,0.485173782,5.12E-14,99,150
1.890556029,0.2547647,4.10E-14,67,140
1.984875773,0.174724093,1.07E-14,46,98
1.674613504,0.083498997,6.38E-15,24.0111,85.6111
1.366493314,0.086921464,3.01E-15,17.4838,94.6595
1.773932603,0.080329163,4.26E-15,23.4902,75.473
2.023355087,0.181888933,9.45E-15,47,96
1.483716783,0.083494168,3.59E-15,18.5254,88.5365
1.457471838,0.079477873,1.48E-15,15.837,75.8984
1.523857427,0.084467041,4.78E-15,20.1465,90.604
1.451122306,0.08562546,4.01E-15,18.8727,93.1394
1.590530518,0.08707343,7.15E-15,23.3057,93.1702
1.598416533,0.083621087,5.62E-15,22,87.8
1.375638422,0.083515591,1.68E-15,15.826,83.9736
