wav,cscat,cabs
575,9.44709e-17,5.93723e-16
576,9.57163e-17,5.90716e-16
577,9.69834e-17,5.87473e-16
578,9.82916e-17,5.84099e-16
579,9.96565e-17,5.8078e-16
580,1.01083e-16,5.77709e-16
581,1.02564e-16,5.7502e-16
582,1.04085e-16,5.72732e-16
583,1.05628e-16,5.70759e-16
584,1.07181e-16,5.68947e-16
585,1.08744e-16,5.67147e-16
586,1.10327e-16,5.65272e-16
587,1.11948e-16,5.63342e-16
588,1.13625e-16,5.6147e-16
589,1.1537e-16,5.59822e-16
590,1.17185e-16,5.5855e-16
591,1.19059e-16,5.57738e-16
592,1.20975e-16,5.57369e-16
593,1.22918e-16,5.57337e-16
594,1.24876e-16,5.57484e-16
595,1.26852e-16,5.57666e-16
596,1.28856e-16,5.57801e-16
597,1.30907e-16,5.57901e-16
598,1.33023e-16,5.58063e-16
599,1.35214e-16,5.58432e-16
600,1.37483e-16,5.59146e-16
601,1.39819e-16,5.60287e-16
602,1.42207e-16,5.61847e-16
603,1.4463e-16,5.63737e-16
604,1.47077e-16,5.65813e-16
605,1.49547e-16,5.67935e-16
606,1.5205e-16,5.70005e-16
607,1.54604e-16,5.72007e-16
608,1.57228e-16,5.74007e-16
609,1.59937e-16,5.76129e-16
610,1.62736e-16,5.78511e-16
611,1.65621e-16,5.81256e-16
612,1.6858e-16,5.84402e-16
613,1.71594e-16,5.87906e-16
614,1.74651e-16,5.91666e-16
615,1.77745e-16,5.95551e-16
616,1.80881e-16,5.99452e-16
617,1.84072e-16,6.03315e-16
618,1.87338e-16,6.07158e-16
619,1.90698e-16,6.11071e-16
620,1.94163e-16,6.15179e-16
621,1.97735e-16,6.1961e-16
622,2.01405e-16,6.24446e-16
623,2.05157e-16,6.29702e-16
624,2.08973e-16,6.3532e-16
625,2.12838e-16,6.41184e-16
626,2.16747e-16,6.47151e-16
627,2.20704e-16,6.53098e-16
628,2.24724e-16,6.58945e-16
629,2.28828e-16,6.64682e-16
630,2.33037e-16,6.70361e-16
631,2.37366e-16,6.76072e-16
632,2.41823e-16,6.81919e-16
633,2.46405e-16,6.87977e-16
634,2.51104e-16,6.94273e-16
635,2.55906e-16,7.00776e-16
636,2.60804e-16,7.07406e-16
637,2.65794e-16,7.14063e-16
638,2.70886e-16,7.20655e-16
639,2.76096e-16,7.27132e-16
640,2.81449e-16,7.33502e-16
641,2.8697e-16,7.39833e-16
642,2.9268e-16,7.46239e-16
643,2.98593e-16,7.52855e-16
644,3.04709e-16,7.59798e-16
645,3.11022e-16,7.67145e-16
646,3.17518e-16,7.74911e-16
647,3.24184e-16,7.83053e-16
648,3.31009e-16,7.91479e-16
649,3.37996e-16,8.00082e-16
650,3.45156e-16,8.08765e-16
651,3.52513e-16,8.17474e-16
652,3.60096e-16,8.2621e-16
653,3.67937e-16,8.35032e-16
654,3.76064e-16,8.44046e-16
655,3.84496e-16,8.53379e-16
656,3.93242e-16,8.6315e-16
657,4.02301e-16,8.73449e-16
658,4.11666e-16,8.84314e-16
659,4.21327e-16,8.95734e-16
660,4.31282e-16,9.07653e-16
661,4.41532e-16,9.19999e-16
662,4.52093e-16,9.32701e-16
663,4.62991e-16,9.45721e-16
664,4.74259e-16,9.59064e-16
665,4.85933e-16,9.72787e-16
666,4.98048e-16,9.86986e-16
667,5.10629e-16,1.00179e-15
668,5.23694e-16,1.01731e-15
669,5.37248e-16,1.03365e-15
670,5.51291e-16,1.05086e-15
671,5.65817e-16,1.06896e-15
672,5.80826e-16,1.0879e-15
673,5.96324e-16,1.10762e-15
674,6.1233e-16,1.12805e-15
675,6.28877e-16,1.14911e-15
676,6.46009e-16,1.17079e-15
677,6.6378e-16,1.19312e-15
678,6.82245e-16,1.21616e-15
679,7.01458e-16,1.24004e-15
680,7.21464e-16,1.2649e-15
681,7.42298e-16,1.29087e-15
682,7.63983e-16,1.31807e-15
683,7.86538e-16,1.34659e-15
684,8.09977e-16,1.37647e-15
685,8.34319e-16,1.40769e-15
686,8.59594e-16,1.44023e-15
687,8.85845e-16,1.47405e-15
688,9.13134e-16,1.50913e-15
689,9.41536e-16,1.54548e-15
690,9.71143e-16,1.58314e-15
691,1.00205e-15,1.62224e-15
692,1.03435e-15,1.66292e-15
693,1.06814e-15,1.70536e-15
694,1.1035e-15,1.74976e-15
695,1.14049e-15,1.7963e-15
696,1.17919e-15,1.84514e-15
697,1.21964e-15,1.8964e-15
698,1.26193e-15,1.95015e-15
699,1.30612e-15,2.00645e-15
700,1.3523e-15,2.06533e-15
701,1.4006e-15,2.12683e-15
702,1.45116e-15,2.19102e-15
703,1.50414e-15,2.258e-15
704,1.55974e-15,2.32795e-15
705,1.61815e-15,2.40108e-15
706,1.67957e-15,2.47767e-15
707,1.7442e-15,2.55801e-15
708,1.81222e-15,2.64243e-15
709,1.88383e-15,2.73124e-15
710,1.9592e-15,2.82475e-15
711,2.0385e-15,2.92321e-15
712,2.12191e-15,3.02688e-15
713,2.20963e-15,3.13595e-15
714,2.30188e-15,3.25061e-15
715,2.39893e-15,3.37109e-15
716,2.50104e-15,3.49758e-15
717,2.60855e-15,3.63037e-15
718,2.72179e-15,3.76975e-15
719,2.84111e-15,3.91607e-15
720,2.96687e-15,4.06973e-15
721,3.0994e-15,4.23114e-15
722,3.23901e-15,4.40069e-15
723,3.38595e-15,4.57876e-15
724,3.54046e-15,4.76568e-15
725,3.70269e-15,4.96168e-15
726,3.87276e-15,5.16689e-15
727,4.05075e-15,5.38135e-15
728,4.23667e-15,5.60496e-15
729,4.43049e-15,5.83754e-15
730,4.63211e-15,6.07873e-15
731,4.84136e-15,6.32809e-15
732,5.05794e-15,6.585e-15
733,5.28142e-15,6.84868e-15
734,5.5112e-15,7.11816e-15
735,5.7464e-15,7.39221e-15
736,5.98591e-15,7.66932e-15
737,6.22826e-15,7.94765e-15
738,6.47166e-15,8.225e-15
739,6.71394e-15,8.49879e-15
740,6.9526e-15,8.76603e-15
741,7.1848e-15,9.02343e-15
742,7.40746e-15,9.26737e-15
743,7.61731e-15,9.49405e-15
744,7.81102e-15,9.69958e-15
745,7.98527e-15,9.88013e-15
746,8.13694e-15,1.00321e-14
747,8.26319e-15,1.01523e-14
748,8.36159e-15,1.02379e-14
749,8.43022e-15,1.02869e-14
750,8.46777e-15,1.0298e-14
751,8.47357e-15,1.02707e-14
752,8.44763e-15,1.02054e-14
753,8.39065e-15,1.01032e-14
754,8.30392e-15,9.96615e-15
755,8.18935e-15,9.79683e-15
756,8.04929e-15,9.59845e-15
757,7.88648e-15,9.37462e-15
758,7.70395e-15,9.12921e-15
759,7.50484e-15,8.86621e-15
760,7.29237e-15,8.58957e-15
761,7.06968e-15,8.30309e-15
762,6.83974e-15,8.01032e-15
763,6.60534e-15,7.71447e-15
764,6.36895e-15,7.41838e-15
765,6.13277e-15,7.12448e-15
766,5.89866e-15,6.83479e-15
767,5.66818e-15,6.55097e-15
768,5.44258e-15,6.27431e-15
769,5.22281e-15,6.0058e-15
770,5.00962e-15,5.74616e-15
771,4.80351e-15,5.4959e-15
772,4.60481e-15,5.25534e-15
773,4.41373e-15,5.02466e-15
774,4.23035e-15,4.80392e-15
775,4.05467e-15,4.59311e-15
776,3.8866e-15,4.39211e-15
777,3.72605e-15,4.20076e-15
778,3.57285e-15,4.01883e-15
779,3.42681e-15,3.84604e-15
780,3.28772e-15,3.68208e-15
781,3.15535e-15,3.52658e-15
782,3.02945e-15,3.37915e-15
783,2.90976e-15,3.2394e-15
784,2.79601e-15,3.10689e-15
785,2.68792e-15,2.98122e-15
786,2.5852e-15,2.86197e-15
787,2.48756e-15,2.74876e-15
788,2.39473e-15,2.64122e-15
789,2.30643e-15,2.53901e-15
790,2.22241e-15,2.44184e-15
791,2.14243e-15,2.34944e-15
792,2.06624e-15,2.26154e-15
793,1.99364e-15,2.17794e-15
794,1.92442e-15,2.09844e-15
795,1.85842e-15,2.02282e-15
796,1.79546e-15,1.95093e-15
797,1.73539e-15,1.88256e-15
798,1.67806e-15,1.81754e-15
799,1.62333e-15,1.75568e-15
800,1.57107e-15,1.6968e-15
801,1.52116e-15,1.64071e-15
802,1.47348e-15,1.58723e-15
803,1.42791e-15,1.53619e-15
804,1.38432e-15,1.48742e-15
805,1.34262e-15,1.44076e-15
806,1.30269e-15,1.39608e-15
807,1.26444e-15,1.35326e-15
808,1.22777e-15,1.3122e-15
809,1.19259e-15,1.27281e-15
810,1.15882e-15,1.23501e-15
811,1.12639e-15,1.19874e-15
812,1.09523e-15,1.16396e-15
813,1.06527e-15,1.1306e-15
814,1.03647e-15,1.09863e-15
815,1.00876e-15,1.06798e-15
816,9.82108e-16,1.03861e-15
817,9.56458e-16,1.01047e-15
818,9.31772e-16,9.83477e-16
819,9.08007e-16,9.57581e-16
820,8.85123e-16,9.32709e-16
821,8.63079e-16,9.08795e-16
822,8.41838e-16,8.85772e-16
823,8.2136e-16,8.63577e-16
824,8.01608e-16,8.42155e-16
825,7.82546e-16,8.21457e-16
826,7.6414e-16,8.01442e-16
827,7.46358e-16,7.82077e-16
828,7.29168e-16,7.63338e-16
829,7.12544e-16,7.45206e-16
830,6.96459e-16,7.27668e-16
831,6.80891e-16,7.10715e-16
832,6.65817e-16,6.94338e-16
833,6.5122e-16,6.78528e-16
834,6.37082e-16,6.63274e-16
835,6.23385e-16,6.48563e-16
836,6.10116e-16,6.34376e-16
837,5.97259e-16,6.20691e-16
838,5.848e-16,6.07484e-16
839,5.72724e-16,5.94727e-16
840,5.61017e-16,5.8239e-16
841,5.49665e-16,5.70442e-16
842,5.38654e-16,5.58855e-16
843,5.27969e-16,5.47602e-16
844,5.17596e-16,5.36659e-16
845,5.07523e-16,5.26007e-16
846,4.97735e-16,5.1563e-16
847,4.88221e-16,5.05519e-16
848,4.78969e-16,4.95667e-16
849,4.69969e-16,4.86071e-16
850,4.61211e-16,4.76731e-16
851,4.52687e-16,4.67648e-16
852,4.44388e-16,4.58823e-16
853,4.36307e-16,4.50258e-16
854,4.28439e-16,4.41953e-16
855,4.20776e-16,4.33904e-16
856,4.13313e-16,4.26106e-16
857,4.06044e-16,4.1855e-16
858,3.98964e-16,4.11227e-16
859,3.92068e-16,4.04123e-16
860,3.85349e-16,3.97223e-16
861,3.78801e-16,3.90513e-16
862,3.7242e-16,3.83976e-16
863,3.66199e-16,3.77599e-16
864,3.60132e-16,3.71368e-16
865,3.54214e-16,3.65272e-16
866,3.48438e-16,3.59303e-16
867,3.42799e-16,3.53455e-16
868,3.37293e-16,3.47726e-16
869,3.31915e-16,3.42113e-16
870,3.26659e-16,3.36619e-16
871,3.21523e-16,3.31245e-16
872,3.16503e-16,3.25996e-16
873,3.11595e-16,3.20874e-16
874,3.06796e-16,3.15883e-16
875,3.02104e-16,3.11023e-16
876,2.97517e-16,3.06297e-16
877,2.93031e-16,3.01701e-16
878,2.88645e-16,2.97234e-16
879,2.84356e-16,2.9289e-16
880,2.80161e-16,2.88662e-16
881,2.76059e-16,2.84543e-16
882,2.72046e-16,2.80525e-16
883,2.68121e-16,2.76599e-16
884,2.64279e-16,2.72755e-16
885,2.6052e-16,2.68988e-16
886,2.56839e-16,2.65288e-16
887,2.53235e-16,2.61652e-16
888,2.49705e-16,2.58075e-16
889,2.46247e-16,2.54556e-16
890,2.42857e-16,2.51093e-16
891,2.39535e-16,2.47687e-16
892,2.36278e-16,2.44339e-16
893,2.33085e-16,2.41054e-16
894,2.29953e-16,2.37832e-16
895,2.26882e-16,2.34679e-16
896,2.2387e-16,2.31595e-16
897,2.20916e-16,2.28584e-16
898,2.18018e-16,2.25645e-16
899,2.15176e-16,2.2278e-16
900,2.12388e-16,2.19987e-16
901,2.09653e-16,2.17264e-16
902,2.06971e-16,2.14608e-16
903,2.0434e-16,2.12013e-16
904,2.01758e-16,2.09477e-16
905,1.99224e-16,2.06992e-16
906,1.96738e-16,2.04556e-16
907,1.94298e-16,2.02161e-16
908,1.91902e-16,1.99805e-16
909,1.8955e-16,1.97483e-16
910,1.8724e-16,1.95192e-16
911,1.8497e-16,1.92931e-16
912,1.82741e-16,1.90699e-16
913,1.8055e-16,1.88496e-16
914,1.78397e-16,1.86323e-16
915,1.76281e-16,1.8418e-16
916,1.74201e-16,1.82071e-16
917,1.72156e-16,1.79996e-16
918,1.70145e-16,1.7796e-16
919,1.68169e-16,1.75962e-16
920,1.66226e-16,1.74006e-16
921,1.64315e-16,1.72092e-16
922,1.62437e-16,1.7022e-16
923,1.6059e-16,1.68391e-16
924,1.58773e-16,1.66603e-16
925,1.56987e-16,1.64855e-16
926,1.55231e-16,1.63145e-16
927,1.53503e-16,1.61469e-16
928,1.51804e-16,1.59825e-16
929,1.50132e-16,1.58211e-16
930,1.48487e-16,1.56622e-16
931,1.46869e-16,1.55056e-16
932,1.45276e-16,1.53511e-16
933,1.43708e-16,1.51984e-16
934,1.42165e-16,1.50474e-16
935,1.40646e-16,1.4898e-16
936,1.3915e-16,1.47502e-16
937,1.37677e-16,1.46039e-16
938,1.36226e-16,1.44593e-16
939,1.34798e-16,1.43164e-16
940,1.33391e-16,1.41753e-16
941,1.32005e-16,1.40363e-16
942,1.30639e-16,1.38994e-16
943,1.29295e-16,1.37648e-16
944,1.2797e-16,1.36326e-16
945,1.26665e-16,1.35029e-16
946,1.25379e-16,1.33757e-16
947,1.24112e-16,1.32512e-16
948,1.22864e-16,1.31292e-16
949,1.21634e-16,1.30096e-16
950,1.20422e-16,1.28925e-16
951,1.19227e-16,1.27776e-16
952,1.1805e-16,1.26648e-16
953,1.1689e-16,1.25538e-16
954,1.15746e-16,1.24446e-16
955,1.14618e-16,1.2337e-16
956,1.13506e-16,1.22307e-16
957,1.12409e-16,1.21257e-16
958,1.11328e-16,1.20218e-16
959,1.10262e-16,1.19188e-16
960,1.0921e-16,1.18168e-16
961,1.08173e-16,1.17158e-16
962,1.0715e-16,1.16156e-16
963,1.06141e-16,1.15164e-16
964,1.05146e-16,1.14181e-16
965,1.04164e-16,1.1321e-16
966,1.03196e-16,1.12249e-16
967,1.0224e-16,1.11301e-16
968,1.01298e-16,1.10366e-16
969,1.00368e-16,1.09445e-16
970,9.94502e-17,1.08539e-16
971,9.85449e-17,1.07647e-16
972,9.76514e-17,1.06771e-16
973,9.67697e-17,1.0591e-16
974,9.58994e-17,1.05065e-16
975,9.50404e-17,1.04234e-16
976,9.41923e-17,1.03418e-16
977,9.33551e-17,1.02616e-16
978,9.25284e-17,1.01826e-16
979,9.1712e-17,1.01049e-16
980,9.09059e-17,1.00282e-16
981,9.01097e-17,9.95249e-17
982,8.93234e-17,9.8777e-17
983,8.85467e-17,9.80373e-17
984,8.77797e-17,9.73051e-17
985,8.7022e-17,9.65798e-17
986,8.62737e-17,9.58609e-17
987,8.55346e-17,9.51482e-17
988,8.48045e-17,9.44416e-17
989,8.40835e-17,9.3741e-17
990,8.33714e-17,9.30468e-17
991,8.26681e-17,9.2359e-17
992,8.19735e-17,9.16782e-17
993,8.12874e-17,9.10045e-17
994,8.06098e-17,9.03385e-17
995,7.99404e-17,8.96806e-17
996,7.92792e-17,8.90311e-17
997,7.8626e-17,8.83902e-17
998,7.79806e-17,8.77583e-17
999,7.73429e-17,8.71354e-17
1000,7.67127e-17,8.65217e-17
