wav,cscat,cabs
690,7.4482e-15,1.31181e-14
691,7.65509e-15,1.3394e-14
692,7.83936e-15,1.36278e-14
693,7.99718e-15,1.38137e-14
694,8.12514e-15,1.39467e-14
695,8.22041e-15,1.40231e-14
696,8.28089e-15,1.40402e-14
697,8.30535e-15,1.39971e-14
698,8.29346e-15,1.38941e-14
699,8.24582e-15,1.37333e-14
700,8.16389e-15,1.35181e-14
701,8.04995e-15,1.32531e-14
702,7.90691e-15,1.29438e-14
703,7.73818e-15,1.25964e-14
704,7.54749e-15,1.22178e-14
705,7.33873e-15,1.18145e-14
706,7.11578e-15,1.13931e-14
707,6.88234e-15,1.09599e-14
708,6.64189e-15,1.05205e-14
709,6.39755e-15,1.00799e-14
710,6.15204e-15,9.64233e-15
711,5.90771e-15,9.21139e-15
712,5.6665e-15,8.78995e-15
713,5.42997e-15,8.38029e-15
714,5.19937e-15,7.9841e-15
715,4.97563e-15,7.60262e-15
716,4.75947e-15,7.23668e-15
717,4.55137e-15,6.88678e-15
718,4.35165e-15,6.55315e-15
719,4.16051e-15,6.2358e-15
720,3.97798e-15,5.93455e-15
721,3.80404e-15,5.64907e-15
722,3.63854e-15,5.3789e-15
723,3.48129e-15,5.12349e-15
724,3.33203e-15,4.88221e-15
725,3.19044e-15,4.65439e-15
726,3.0562e-15,4.43933e-15
727,2.92893e-15,4.23632e-15
728,2.80828e-15,4.04468e-15
729,2.69389e-15,3.86373e-15
730,2.5854e-15,3.69285e-15
731,2.4825e-15,3.53146e-15
732,2.38487e-15,3.379e-15
733,2.29223e-15,3.23497e-15
734,2.20433e-15,3.09888e-15
735,2.12091e-15,2.97028e-15
736,2.04174e-15,2.84873e-15
737,1.96659e-15,2.73381e-15
738,1.89526e-15,2.62509e-15
739,1.82751e-15,2.52219e-15
740,1.76315e-15,2.42471e-15
741,1.70195e-15,2.33228e-15
742,1.64373e-15,2.24458e-15
743,1.58827e-15,2.16127e-15
744,1.53542e-15,2.08209e-15
745,1.48499e-15,2.00678e-15
746,1.43685e-15,1.93511e-15
747,1.39085e-15,1.86689e-15
748,1.34688e-15,1.80195e-15
749,1.30485e-15,1.74012e-15
750,1.26465e-15,1.68125e-15
751,1.22622e-15,1.6252e-15
752,1.18946e-15,1.5718e-15
753,1.1543e-15,1.52091e-15
754,1.12067e-15,1.47238e-15
755,1.08849e-15,1.42605e-15
756,1.05767e-15,1.38177e-15
757,1.02814e-15,1.3394e-15
758,9.9982e-16,1.29881e-15
759,9.72628e-16,1.25989e-15
760,9.46493e-16,1.22253e-15
761,9.2135e-16,1.18666e-15
762,8.97141e-16,1.15222e-15
763,8.73817e-16,1.11915e-15
764,8.51336e-16,1.08741e-15
765,8.29665e-16,1.05696e-15
766,8.08777e-16,1.02776e-15
767,7.88647e-16,9.99767e-16
768,7.69253e-16,9.72935e-16
769,7.50573e-16,9.47206e-16
770,7.32583e-16,9.22513e-16
771,7.15255e-16,8.98789e-16
772,6.9856e-16,8.75961e-16
773,6.82465e-16,8.53959e-16
774,6.66934e-16,8.3272e-16
775,6.51932e-16,8.12186e-16
776,6.37425e-16,7.92313e-16
777,6.2338e-16,7.73067e-16
778,6.09768e-16,7.54428e-16
779,5.96566e-16,7.36384e-16
780,5.83753e-16,7.18932e-16
781,5.71317e-16,7.02073e-16
782,5.59246e-16,6.85806e-16
783,5.47534e-16,6.7013e-16
784,5.36176e-16,6.55037e-16
785,5.25169e-16,6.40511e-16
786,5.14507e-16,6.26527e-16
787,5.04185e-16,6.13052e-16
788,4.94193e-16,6.00049e-16
789,4.84519e-16,5.87473e-16
790,4.75149e-16,5.75283e-16
791,4.66067e-16,5.63438e-16
792,4.57253e-16,5.51903e-16
793,4.48689e-16,5.40651e-16
794,4.40357e-16,5.29666e-16
795,4.32241e-16,5.18939e-16
796,4.24326e-16,5.08471e-16
797,4.16602e-16,4.9827e-16
798,4.09062e-16,4.8835e-16
799,4.01701e-16,4.78725e-16
800,3.94517e-16,4.69407e-16
801,3.87511e-16,4.60406e-16
802,3.80684e-16,4.51724e-16
803,3.74039e-16,4.43355e-16
804,3.67576e-16,4.35286e-16
805,3.61293e-16,4.27497e-16
806,3.5519e-16,4.19961e-16
807,3.49261e-16,4.12648e-16
808,3.43498e-16,4.05525e-16
809,3.37893e-16,3.98564e-16
810,3.32435e-16,3.91738e-16
811,3.27112e-16,3.85028e-16
812,3.21914e-16,3.78422e-16
813,3.1683e-16,3.71918e-16
814,3.1185e-16,3.65518e-16
815,3.06968e-16,3.59234e-16
816,3.0218e-16,3.53081e-16
817,2.97483e-16,3.47078e-16
818,2.92876e-16,3.41242e-16
819,2.88361e-16,3.35589e-16
820,2.83941e-16,3.30129e-16
821,2.79619e-16,3.24867e-16
822,2.75399e-16,3.19801e-16
823,2.71282e-16,3.1492e-16
824,2.6727e-16,3.10209e-16
825,2.63362e-16,3.05646e-16
826,2.59557e-16,3.01207e-16
827,2.55849e-16,2.96867e-16
828,2.52234e-16,2.926e-16
829,2.48704e-16,2.88386e-16
830,2.45253e-16,2.8421e-16
831,2.41872e-16,2.80061e-16
832,2.38554e-16,2.75939e-16
833,2.35293e-16,2.71847e-16
834,2.32083e-16,2.67795e-16
835,2.28923e-16,2.63799e-16
836,2.25809e-16,2.59877e-16
837,2.22742e-16,2.56048e-16
838,2.19724e-16,2.52329e-16
839,2.16757e-16,2.48734e-16
840,2.13844e-16,2.45273e-16
841,2.10989e-16,2.41949e-16
842,2.08195e-16,2.38761e-16
843,2.05465e-16,2.35699e-16
844,2.028e-16,2.3275e-16
845,2.00199e-16,2.29893e-16
846,1.97663e-16,2.2711e-16
847,1.95187e-16,2.24377e-16
848,1.9277e-16,2.21674e-16
849,1.90404e-16,2.18983e-16
850,1.88086e-16,2.16291e-16
851,1.8581e-16,2.1359e-16
852,1.83571e-16,2.10878e-16
853,1.81363e-16,2.08158e-16
854,1.79183e-16,2.0544e-16
855,1.77029e-16,2.02738e-16
856,1.74899e-16,2.00067e-16
857,1.72793e-16,1.97446e-16
858,1.70712e-16,1.94892e-16
859,1.68659e-16,1.92421e-16
860,1.66635e-16,1.90045e-16
861,1.64645e-16,1.87772e-16
862,1.62692e-16,1.85603e-16
863,1.60778e-16,1.83536e-16
864,1.58905e-16,1.81561e-16
865,1.57075e-16,1.79666e-16
866,1.55289e-16,1.77835e-16
867,1.53544e-16,1.76048e-16
868,1.5184e-16,1.74287e-16
869,1.50173e-16,1.72533e-16
870,1.48541e-16,1.70771e-16
871,1.46938e-16,1.68988e-16
872,1.45362e-16,1.67179e-16
873,1.43807e-16,1.65339e-16
874,1.42271e-16,1.63472e-16
875,1.4075e-16,1.61585e-16
876,1.39242e-16,1.5969e-16
877,1.37746e-16,1.57802e-16
878,1.36262e-16,1.55936e-16
879,1.3479e-16,1.5411e-16
880,1.33332e-16,1.52339e-16
881,1.31891e-16,1.50637e-16
882,1.30469e-16,1.49012e-16
883,1.29068e-16,1.47472e-16
884,1.27692e-16,1.46016e-16
885,1.26342e-16,1.44642e-16
886,1.25021e-16,1.4334e-16
887,1.23729e-16,1.421e-16
888,1.22467e-16,1.40906e-16
889,1.21235e-16,1.39742e-16
890,1.2003e-16,1.38591e-16
891,1.18852e-16,1.37437e-16
892,1.17697e-16,1.36265e-16
893,1.16562e-16,1.35065e-16
894,1.15443e-16,1.33829e-16
895,1.14339e-16,1.32554e-16
896,1.13246e-16,1.31242e-16
897,1.12161e-16,1.29897e-16
898,1.11082e-16,1.2853e-16
899,1.10009e-16,1.27152e-16
900,1.08941e-16,1.25777e-16
901,1.07879e-16,1.24422e-16
902,1.06822e-16,1.23101e-16
903,1.05774e-16,1.21827e-16
904,1.04735e-16,1.20612e-16
905,1.03709e-16,1.19465e-16
906,1.02697e-16,1.18389e-16
907,1.01702e-16,1.17385e-16
908,1.00726e-16,1.16451e-16
909,9.97706e-17,1.15577e-16
910,9.88363e-17,1.14754e-16
911,9.79237e-17,1.13969e-16
912,9.70323e-17,1.13208e-16
913,9.61614e-17,1.12454e-16
914,9.53093e-17,1.11695e-16
915,9.4474e-17,1.10915e-16
916,9.36532e-17,1.10106e-16
917,9.28444e-17,1.09258e-16
918,9.2045e-17,1.08367e-16
919,9.12526e-17,1.07434e-16
920,9.04651e-17,1.06461e-16
921,8.96808e-17,1.05455e-16
922,8.88984e-17,1.04426e-16
923,8.81173e-17,1.03385e-16
924,8.73375e-17,1.02345e-16
925,8.65594e-17,1.01322e-16
926,8.5784e-17,1.00327e-16
927,8.50129e-17,9.93732e-17
928,8.42478e-17,9.84711e-17
929,8.34906e-17,9.76276e-17
930,8.27433e-17,9.68472e-17
931,8.20079e-17,9.61306e-17
932,8.1286e-17,9.54751e-17
933,8.0579e-17,9.48749e-17
934,7.98877e-17,9.43212e-17
935,7.92126e-17,9.3803e-17
936,7.85537e-17,9.33076e-17
937,7.79103e-17,9.28217e-17
938,7.72814e-17,9.2332e-17
939,7.66655e-17,9.18259e-17
940,7.6061e-17,9.12927e-17
941,7.54658e-17,9.07238e-17
942,7.48778e-17,9.01133e-17
943,7.42951e-17,8.94587e-17
944,7.37157e-17,8.87602e-17
945,7.31381e-17,8.80215e-17
946,7.25609e-17,8.72491e-17
947,7.19833e-17,8.64519e-17
948,7.14048e-17,8.56406e-17
949,7.08255e-17,8.48273e-17
950,7.02458e-17,8.40245e-17
951,6.96666e-17,8.32442e-17
952,6.90892e-17,8.24978e-17
953,6.85148e-17,8.17948e-17
954,6.79453e-17,8.11426e-17
955,6.73822e-17,8.05459e-17
956,6.68272e-17,8.00067e-17
957,6.62817e-17,7.95239e-17
958,6.57471e-17,7.90936e-17
959,6.52242e-17,7.87094e-17
960,6.47137e-17,7.83625e-17
961,6.42158e-17,7.80424e-17
962,6.37302e-17,7.77376e-17
963,6.32563e-17,7.74362e-17
964,6.27932e-17,7.71263e-17
965,6.23397e-17,7.6797e-17
966,6.18943e-17,7.64389e-17
967,6.14554e-17,7.60445e-17
968,6.10213e-17,7.56086e-17
969,6.05903e-17,7.51286e-17
970,6.0161e-17,7.46048e-17
971,5.9732e-17,7.40399e-17
972,5.93022e-17,7.34393e-17
973,5.88708e-17,7.28105e-17
974,5.84375e-17,7.21625e-17
975,5.80022e-17,7.1506e-17
976,5.75651e-17,7.0852e-17
977,5.71269e-17,7.02116e-17
978,5.66885e-17,6.95954e-17
979,5.62509e-17,6.90129e-17
980,5.58156e-17,6.84722e-17
981,5.53839e-17,6.7979e-17
982,5.49572e-17,6.75371e-17
983,5.45368e-17,6.71476e-17
984,5.41239e-17,6.68094e-17
985,5.37196e-17,6.65187e-17
986,5.33246e-17,6.62696e-17
987,5.29394e-17,6.60544e-17
988,5.25641e-17,6.58639e-17
989,5.21986e-17,6.56879e-17
990,5.18424e-17,6.55157e-17
991,5.14949e-17,6.53368e-17
992,5.1155e-17,6.51411e-17
993,5.08215e-17,6.49198e-17
994,5.04933e-17,6.46654e-17
995,5.01689e-17,6.43723e-17
996,4.98469e-17,6.40372e-17
997,4.95261e-17,6.36588e-17
998,4.92052e-17,6.32384e-17
999,4.88833e-17,6.27791e-17
1000,4.85596e-17,6.22863e-17
