eres,linewidth,imax,width,length,corrcoef
1.7162238283791367,0.10987092706308037,8.305375038718711e-15,30.59,91.32,0.9995892836326683
1.7827098015834084,0.11385621927579753,5.890366860013625e-15,29.96,84.77,0.9996106435967446
1.7067222695409698,0.10732536288979327,8.044623208484613e-15,29.92,90.64,0.9996057430219267
1.5979576506756104,0.09759238373444103,1.0175888174984016e-14,28.06,97.7,0.999535107108847
1.8669837711420831,0.13472612034105477,4.399109116585585e-15,32.75,81.23,0.9991373497017035
1.6587567973457604,0.10417759338710375,9.429305767265503e-15,29.6,94.68,0.9995578437331982
1.586465294733671,0.10234871682565319,1.2144755063404905e-14,29.5,102.65,0.999440596900808
1.8947038548318287,0.13732851806129276,2.5600054113053025e-15,29.82,73.78,0.9983545998859488
1.6997254289624444,0.11572044989677072,1.0527080328403993e-14,31.95,97.59,0.999488224566603
1.7155486207260184,0.11053989608761108,8.43825310688688e-15,30.84,91.67,0.999574412510548
1.7194584835427718,0.11467201941368005,9.267816643828388e-15,31.52,94.13,0.9995299452032709
1.5837351831265702,0.10129141147398543,1.1935383828330887e-14,29.22,102.23,0.9994565044521662
1.6576289067205872,0.10849074883614852,1.0678873100217809e-14,30.86,97.83,0.9994968678258079
1.6745727642912978,0.11096064815810305,9.45174507904906e-15,30.31,95.72,0.9992190445399947
1.8663464030345904,0.12748345997455926,3.733057353496143e-15,30.99,78.09,0.9992624016621553
1.5745042585870386,0.09859996478574069,1.1483456718522283e-14,28.47,101.33,0.9994751839558359
1.71258490019224,0.10044958221979203,6.065125194597955e-15,27.38,84.81,0.9996988148263846
1.5715211616953,0.10113799424485403,1.2378277076462903e-14,28.84,104.03,0.9994321557488769
1.6718474734907047,0.10259721556641536,8.390957952456274e-15,28.62,91.99,0.9996107812437843
1.8664673516629993,0.12397564109721261,3.45184194522053e-15,30.17,76.71,0.999341280673989
1.5865363559059127,0.10314516364882627,1.2373706892939092e-14,29.52,103.48,0.9994358291216364
1.6998904729991617,0.10949356271414162,8.939130087072671e-15,30.33,93.34,0.9995744569858048
1.7739496111440776,0.10795210668626232,5.0428369190864126e-15,28.81,81.24,0.9996666347534142
1.5612725533101128,0.09229121497889349,9.957774154134522e-15,26.6,98.16,0.9995363628444123
1.6706567465807238,0.09791768990769255,7.177988582981609e-15,26.9,88.89,0.9996674574574714
1.588973163979437,0.10307656219571733,1.2241792541128865e-14,29.44,103.13,0.9994387315551302
1.7917280838928575,0.11549180921128847,5.743081772182347e-15,30.17,84.42,0.9995942253186451
1.7563847741406826,0.11981719648622276,8.548352540253162e-15,32.46,92.47,0.9995081296895727
1.6820060578940899,0.11402550079191234,1.0990607183499188e-14,32.0,98.79,0.9994730130499221
1.5877357264717984,0.11021580882745016,1.4406668996633033e-14,31.2,108.06,0.9993176208328013
1.7601124876938654,0.11877338475941843,8.155490743988026e-15,31.73,91.51,0.9995290142736888
1.717390064299472,0.10511175693522443,7.024691795715681e-15,29.11,87.82,0.9996509656077979
1.763863631214249,0.11338641650275151,6.771184346634811e-15,30.86,87.21,0.9995949363724451
1.6965668713504942,0.1129662787324041,9.95452992800234e-15,31.19,96.1,0.9995140095175784
1.6073999553829206,0.09427743540081587,8.744546434864971e-15,26.71,94.05,0.9995967318636263
1.6230007207323205,0.10726225627149062,1.1936426387326491e-14,30.5,101.52,0.9994423124205238
1.676822634706945,0.10402607630380852,8.60816300732741e-15,29.35,92.44,0.9996032694880481
1.6958402367371765,0.10302050643405258,7.487156918718632e-15,28.63,89.14,0.9996481094833858
1.7051656295617879,0.11035725750654186,8.901119163134478e-15,30.86,93.22,0.999560689196297
1.7431505658631519,0.0968242393499062,3.848844041721032e-15,25.85,76.34,0.9997560229326566
1.7991757309322027,0.11276010502841896,4.927908197285289e-15,29.09,81.61,0.9996309598120662
1.6281178562425125,0.1010605556775679,9.895589093650872e-15,28.42,96.82,0.9995448493231969
1.5520796648200943,0.09753920478921228,1.2083039997999579e-14,28.33,103.36,0.999447850696427
1.500401402352929,0.09729219697132056,1.4087341487908874e-14,28.17,110.04,0.9993635889085961
1.6402027050748602,0.09830304943890676,8.570334125255775e-15,27.51,93.15,0.9996130283663908
1.7402875555670025,0.10911267488791035,6.9668481909351815e-15,29.76,87.71,0.9996331429003014
1.8070306788688835,0.12062912969165847,6.233181112273692e-15,31.72,85.98,0.9995174830283309
1.7817646434732108,0.10842052383905859,4.573918761170901e-15,28.2,79.98,0.9996506705915185
1.7954272953078791,0.11880875750613885,6.3160602148999995e-15,31.71,86.03,0.9995366817479413
1.5375430574898727,0.09134236356067844,1.0537673154915073e-14,26.29,100.38,0.9995066877070043
1.7176068796542625,0.10648010167519412,7.338554543374938e-15,28.93,88.94,0.9996349370371524
1.6816487982774158,0.10635581865357382,8.99942682807885e-15,29.71,93.68,0.9995800289439419
1.8726840428667435,0.13228387730026023,3.4747177726012213e-15,30.98,77.78,0.9991911909974321
1.7392660953589543,0.09973606089455954,4.820914926027225e-15,26.72,80.59,0.999741491227729
1.7447220227902955,0.11139171223998445,7.17379777221225e-15,30.17,88.5,0.9996050209673599
1.5262171044637947,0.10602837174590417,1.5994027169308222e-14,30.87,113.06,0.9992687053230215
1.6727478451825046,0.10769636173276284,9.734744915000237e-15,29.83,95.86,0.9995479420488512
1.7270989648250212,0.10534639896432635,6.584372227519844e-15,28.41,86.73,0.9996591519848614
1.7987534329265453,0.11344201771446871,5.028754926045234e-15,29.44,81.9,0.9996197370386397
1.4764790241086265,0.09536914029419778,1.4361737402800842e-14,28.02,111.26,0.9993653764718853
1.5270312513156894,0.09846618336909224,1.3417713836037133e-14,28.64,107.2,0.9993894690064847
1.7053223958245942,0.10738974021142365,8.133696286204054e-15,29.96,90.92,0.9996018712581185
1.7522035386327866,0.1222392525566897,9.364444410792892e-15,33.31,94.49,0.9994579990818543
1.8563030644953866,0.12713004044009105,4.752872245871674e-15,32.21,81.61,0.999354554037761
1.5467649873611615,0.10100132750128026,1.3432205243113539e-14,29.26,106.7,0.9993873336209157
1.7758775672828209,0.11568252501359785,6.620812700442408e-15,30.86,86.98,0.9995766519993315
1.4833853027604742,0.08829248521748029,1.145844324276914e-14,26.0,104.44,0.9994750804708893
1.4365110972911495,0.10212563819105701,1.834983819868665e-14,29.51,121.93,0.9992527254544076
1.6132036102335714,0.11048818085112615,1.3296559360705537e-14,31.1,105.29,0.9993815380909752
1.7340856250200856,0.11011809411246087,7.451273726371393e-15,29.83,89.34,0.9996147084037573
1.6320725262352644,0.09987594302937679,9.402472844754797e-15,28.43,95.04,0.9995716442953918
1.7437945216530564,0.10687853513243156,6.196872301700239e-15,28.94,85.39,0.9996601983892
1.5749781488468124,0.09945969086962156,1.1709083085097472e-14,28.39,102.4,0.9994619325745147
1.6008859748228417,0.10129606619553322,1.1178242901135113e-14,28.95,100.21,0.9994890118495415
1.8129431500556026,0.12854409749782178,7.47309461393437e-15,34.12,89.75,0.9993624679991651
1.6411232373161067,0.10503775793086031,1.0490269793693573e-14,29.81,97.88,0.9995183719367867
1.886958117067296,0.1337546926395968,3.1304163972062865e-15,30.99,76.08,0.9989860694898811
1.6993336337610654,0.1061549116344209,8.099195062966674e-15,29.54,90.88,0.999604731727723
1.8648078363543297,0.1316626989148315,4.763174701162153e-15,32.61,82.08,0.9991882818802454
1.6361634830978822,0.1041657124070608,1.0447547145516218e-14,29.4,98.0,0.9995234350439429
1.6521929862120166,0.1048588371397003,9.933138613070327e-15,29.75,96.15,0.9995443365993892
1.8797931730686257,0.12592358790061978,2.475051354260326e-15,28.36,72.08,0.9991149008670814
1.6545942842511039,0.09762080903870385,7.759855813600851e-15,27.28,90.34,0.9996365139331966
1.8008168989599076,0.11765913836595014,5.795957561787046e-15,30.67,84.56,0.9995495312902445
1.655538993433867,0.10155180964895039,8.837811599103317e-15,28.6,93.25,0.9995924390177705
1.7112120462822604,0.10313947849330189,6.798710239055007e-15,28.37,87.02,0.999667816754422
1.6912010581990318,0.11248067451085915,1.0099919584998211e-14,31.32,96.33,0.9995097961220143
1.6614627608575265,0.1129019970742775,1.1662468769925618e-14,31.6,100.42,0.99944910310057
1.6625046507208714,0.10305347889036802,8.958215488087015e-15,29.0,93.79,0.9995846967533158
1.6419683365010036,0.10934797432143449,1.1649556766986686e-14,30.88,100.75,0.9994619560607347
1.6039531579919195,0.10317593730467926,1.1591625787796656e-14,29.22,101.43,0.9994679540214517
1.6309478107718354,0.09686001866158517,8.556606115184936e-15,27.41,92.85,0.9996072286948717
1.800940476494822,0.12157879765358656,6.446037908056306e-15,32.1,76.79,0.9994840990792915
1.588938257047346,0.09484573949573012,9.71374195126415e-15,27.64,96.48,0.9995591049794953
1.526913769191877,0.08626204651206394,9.159993136455074e-15,25.2,96.75,0.9995588367480831
1.838620022948566,0.13144107165679303,6.4017849721809436e-15,33.83,87.27,0.9992865478764951
1.7007993084707633,0.10218275345935551,7.0342671915541265e-15,28.16,87.88,0.9996625961693273
1.6315618530779465,0.09311315677755225,7.408418710856637e-15,26.0,89.79,0.9996540247838147
1.7099812896346125,0.10206647382839064,6.607344830019218e-15,28.22,86.61,0.9996799728669318
1.8021369677123718,0.1201354459774891,5.913485377979832e-15,31.16,85.27,0.9995018597718622
1.7294248892043338,0.10491579550775526,6.412474279376509e-15,28.47,86.12,0.9996683226184696
1.7990851120475473,0.11575747463426743,4.847619179201255e-15,29.44,81.72,0.9995222724841496
1.6573695106277246,0.1085509514862966,1.0704699846408579e-14,30.89,97.92,0.9994950869039175
1.7690047390887444,0.11821323258900976,7.589386727349482e-15,31.46,90.0,0.9995483370092082
1.5627349063137994,0.09657471116679646,1.1332924713463905e-14,28.05,101.37,0.9994812466359869
1.7566318714534028,0.09743024583551023,3.4899465643346866e-15,25.33,75.04,0.9997614027601507
1.7452439353265656,0.11499173557020555,7.976962539006832e-15,31.0,91.03,0.9995520087976473
1.6904678865785796,0.11777901585502432,1.149089108155082e-14,32.67,99.87,0.9994267076666222
1.6248799278485648,0.10712158207667163,1.1810569435581682e-14,30.38,101.25,0.9994536324484494
1.8645659397211398,0.1348687340912842,5.006397331213314e-15,33.4,83.34,0.9991605693141864
1.5853587004466223,0.10354631806825947,1.2529550974300212e-14,29.44,103.97,0.9994249643355635
1.5642499879226763,0.10083581946758763,1.2611899389315376e-14,28.96,104.57,0.9994273734364468
1.60253798079126,0.0980280626696259,1.0126707733721172e-14,28.17,97.4,0.9995385739959491
1.8521004208911354,0.12522580786371681,4.5819194854135156e-15,31.46,81.05,0.9993531560754124
1.6971750649066362,0.1063138636137343,8.246649971114097e-15,29.31,91.61,0.9996064789611006
1.7136207730849797,0.10607677618287369,7.406851593720213e-15,29.45,88.9,0.999624483872918
1.7349824878370512,0.09762637924975694,4.388267222446318e-15,25.73,79.07,0.9997508790968909
1.8365080841565042,0.1248808984315696,5.403847974394701e-15,32.46,83.48,0.9994157961935548
1.7488610276805858,0.10013162395594946,4.336189404627674e-15,26.23,78.97,0.9997472898945675
1.5621167010795378,0.10033295621190494,1.2540863262910607e-14,28.76,104.57,0.9994315831118413
1.731181086895727,0.09743498912244507,4.4749119011996054e-15,25.73,79.47,0.9997378595698113
1.8946262684653876,0.14432498947687886,3.9031287507650746e-15,33.37,80.15,0.998641493165824
1.4709522721810535,0.09817315844832346,1.5610602755512825e-14,28.91,114.0,0.9993198421621465
1.6602457392916161,0.09930553691020275,8.027260849854994e-15,27.95,91.04,0.9996290755169728
1.8682566259601576,0.12115586044798893,2.4686078328877335e-15,28.36,71.98,0.9991807730141575
1.6573181561621284,0.1050006107117193,9.693069237946935e-15,29.32,95.92,0.9995475040799794
1.823992330564676,0.11403151682006255,3.9788002026503e-15,28.57,78.25,0.9995902908343323
1.5655189380406718,0.10054985998117814,1.2475980375831828e-14,28.94,104.07,0.9994246884923782
1.5004773991812663,0.0905121305086016,1.1654208131922002e-14,26.38,104.29,0.9994662892314116
1.587979967586217,0.09993005822614998,1.1307791179378644e-14,28.55,100.99,0.9994822130889931
1.7882167308950914,0.11815338192168506,6.532827454777343e-15,31.34,86.62,0.9995451312259417
1.8317972258038606,0.12187721174243392,4.976765317784062e-15,31.25,82.02,0.9994677389496587
1.6765371012909875,0.09202748026369698,5.355558661700764e-15,25.39,82.36,0.9997383789823457
1.7191612693381633,0.11465785775244862,9.304586311621696e-15,31.67,94.18,0.9995293840062254
1.5643287429355706,0.09919321889011234,1.208471653414352e-14,28.53,103.16,0.9994461294868657
1.7372655681310627,0.11090122026637397,7.490925966175784e-15,30.2,89.29,0.9996068612395773
1.7204642816099016,0.10379782119037613,6.5498182898719536e-15,28.23,86.59,0.9996763819418791
1.757536298952669,0.1096841548331639,6.2270621720095146e-15,29.26,85.55,0.9996526708229405
1.8383991027436586,0.13282690000141487,6.660585344090629e-15,34.1,88.19,0.9992685567433746
1.4586701007164509,0.09826295252996257,1.6111973386957474e-14,28.77,115.78,0.999308061819551
1.6860057920718454,0.09747490944819316,6.4264450290455164e-15,26.73,86.25,0.9996969489239451
1.5397892976121546,0.10725184961565387,1.5717490039718316e-14,30.74,112.18,0.9992741919896284
1.6704928437037305,0.11440851805718803,1.1597436991936737e-14,32.0,100.42,0.999437232072701
1.819225786927878,0.11787202303672357,4.947747127040178e-15,30.4,81.65,0.9995605745259573
1.7945713611876777,0.12658972302905414,8.067591554934535e-15,33.78,91.51,0.9994151599301956
1.6371713056071036,0.1094876856507669,1.1923554706786692e-14,31.03,101.52,0.9994512141712101
1.6981477570755925,0.10455855824866274,7.651178708552921e-15,29.06,89.89,0.9996193770172975
1.6045729725423103,0.10369502956753487,1.1724280789698671e-14,29.43,101.66,0.9994674206434022
1.6555397003134906,0.10383791236285114,9.526514382109393e-15,29.7,94.88,0.9995632741517
1.6068688257293742,0.10355047355349994,1.1581506684603169e-14,29.42,101.23,0.9994707803845625
1.536056976473988,0.10770004143187491,1.6028280225718758e-14,30.86,112.96,0.9992593517825583
1.7983358663868858,0.12109553423642173,6.7080025326820266e-15,32.16,87.32,0.9995057211093239
1.8913550841458415,0.13994037042845692,4.117413425649201e-15,33.74,80.14,0.9988375532638328
1.4563559224802864,0.08551418432396003,1.1288041161359123e-14,25.1,105.24,0.9994866837884838
1.465932921941378,0.09534618931592091,1.4764830985243612e-14,28.02,112.76,0.9993602097518532
1.8180245502762962,0.13074982925583653,7.42230962180333e-15,34.13,90.25,0.9993145451639971
1.6161691815718093,0.10720448925820919,1.2215636107395188e-14,30.24,102.77,0.9994368452537186
1.8241892123463743,0.12143467987805118,5.145637288190128e-15,31.25,82.73,0.999449545252242
1.6944298921953371,0.1051322154964472,8.074731957082004e-15,29.47,90.78,0.9996118239144184
1.823187179464938,0.11335213144100119,3.829154274340588e-15,28.98,77.42,0.9995883190503939
1.7161759582688618,0.10953637088223431,8.163439860592383e-15,29.92,91.33,0.9995980829028128
1.7361072815229683,0.10708215254197007,6.627559659202956e-15,29.28,86.6,0.999653363758742
1.8919334927769555,0.1348377450948312,3.024814945016008e-15,31.05,75.81,0.9990263984498027
1.6073678349337923,0.09479302466365772,8.900308421173547e-15,26.9,94.32,0.9995894565449577
1.7296684852393325,0.10446832511425352,6.2768731477868594e-15,28.41,85.41,0.9996743353724554
1.6397973715954932,0.09833069143652079,8.594593667438191e-15,27.51,93.25,0.9996130675374262
1.6818297380893872,0.10450748173456073,8.451389911773989e-15,29.02,92.23,0.999606137494613
1.8716864537002302,0.13496385254332427,4.853106923284684e-15,33.48,82.7,0.9990850883992186
1.7900838913858224,0.1184353339484209,6.020664850518678e-15,31.03,85.59,0.9994827836529173
1.6339968993525908,0.11035119637750157,1.2304644777612828e-14,31.46,102.07,0.9994205565669021
1.7235187501059657,0.10563351605480213,6.83899440069423e-15,28.94,87.38,0.9996515180910048
1.6564828103336215,0.10778207683438693,1.0566112041838357e-14,30.66,97.65,0.9995148872088974
1.6337791943947868,0.10424090306675919,1.0598541854040136e-14,29.76,98.05,0.9995159659013473
1.7153247675571104,0.10444846041521168,6.940902668587061e-15,28.94,87.58,0.9996559779314466
1.6326917338362597,0.10466674449218882,1.0743882663623702e-14,29.65,98.47,0.9995053884920855
1.5845929186211212,0.1028710911145847,1.2347780725554382e-14,29.24,103.63,0.9994319590423308
1.6532701387435529,0.10011477571722026,8.48806385837477e-15,28.03,92.68,0.9996009910256688
1.7600601999602643,0.10123680235096334,4.297817339754258e-15,26.73,78.67,0.9997374674608493
1.6997916370996065,0.10351609785668273,7.393755576981553e-15,28.83,89.04,0.999642595833017
1.5255986813374165,0.09542746165011821,1.2452704150661744e-14,27.94,104.93,0.9994331416101913
1.6805723510305512,0.10327131044495715,8.150938052514983e-15,28.99,91.34,0.9996083526691125
1.6872234878405348,0.10218056821962461,7.62369256630052e-15,28.52,89.56,0.9996437640179053
1.8259140777147136,0.12510448160755647,6.056749963651469e-15,32.83,85.6,0.9994081239200261
1.5461680516944285,0.09694445982893879,1.2101907263834502e-14,27.9,103.94,0.9994460373839532
1.6747313910280541,0.0984372095867275,7.126226804397732e-15,27.23,88.36,0.9996664312211192
1.8432773029414466,0.12043772013495356,4.047762759398046e-15,30.19,78.97,0.9994432861491049
1.6344823833141209,0.10382495990938212,1.0435680419274307e-14,29.4,97.9,0.9995247276503646
1.842747367496625,0.12694350766745965,3.9989698949796186e-15,30.9,79.41,0.9993136133805
1.7926948219143486,0.10964910831707554,4.605987919308199e-15,28.9,79.78,0.999648953233204
1.7322583180173203,0.09777341786711162,4.578555073920685e-15,25.83,79.63,0.9997487186836236
1.701990022419429,0.10228798965100376,7.023842263033031e-15,28.4,87.68,0.9996657451053891
1.6454715255729748,0.09896089670561839,8.535589637635566e-15,28.01,92.75,0.9996025025428215
1.6627514588347536,0.10119182322974025,8.428452430513302e-15,28.21,92.41,0.9996114531395927
1.7636686413526168,0.11330192975086713,6.81416423116444e-15,30.87,87.33,0.9995981287663744
1.682267995413547,0.1019947782879774,7.760295918842666e-15,28.32,90.36,0.9996292780324961
1.6211636058944037,0.10721655771784619,1.2045145377431879e-14,30.9,101.52,0.9994408612155732
1.7793766005036262,0.11056645524748987,5.341422185087131e-15,28.84,82.84,0.9996522884592255
1.701692796812523,0.10703612763874254,8.265426116867565e-15,29.71,91.51,0.9996070331100918
1.8605691962116728,0.118225153000918,2.6309224898185645e-15,28.16,72.39,0.9994374629400812
1.8200039165472797,0.11361246429378888,4.11020074645675e-15,29.23,78.4,0.999590492928368
1.7428017036088421,0.10841014487195534,6.630637034290793e-15,29.46,86.58,0.9996392903024496
1.8331342900886824,0.12461944325515738,5.4865773918102194e-15,32.38,83.8,0.9994244062313579
1.6021222811969564,0.10255088396215459,1.1525758469752616e-14,29.62,100.73,0.9994676583362243
1.5813038977228433,0.10588870948827972,1.3491657386360137e-14,30.8,105.66,0.9993778304267862
1.733326291479124,0.10294161799467993,5.790266974542184e-15,27.8,83.98,0.9996991484572922
1.5260951592596261,0.09857252579477226,1.3491278724354654e-14,28.64,107.4,0.9993850413852498
1.8381858822421484,0.12397752935733428,4.902904920728894e-15,31.49,82.03,0.9994183951105786
1.737863128592101,0.10685268286806415,6.4954588160456764e-15,29.25,86.13,0.9996572992645101
1.679581694896304,0.11074077435669608,1.0231002341378506e-14,30.81,96.99,0.9995195937308181
1.670409395271735,0.10567464521198004,9.319036163676256e-15,29.76,94.38,0.9995669921626736
1.7612455364307507,0.10960359814943518,6.01493694422953e-15,29.06,85.07,0.9996521280710932
1.8942111076817907,0.13674201523970025,2.583582153700029e-15,29.81,73.86,0.9984407184914045
1.6400147456629766,0.10220605407148521,9.72424990409907e-15,28.89,96.06,0.9995672689843543
1.7975018475061788,0.12077980305003591,5.255569940363001e-15,30.51,83.31,0.9994298750485037
1.6396533070105497,0.10263477758000028,9.885546131571608e-15,29.29,96.16,0.999549847397782
1.6726205879495901,0.11090307930170502,1.061010386884663e-14,31.13,97.94,0.9994951451063505
1.8193790862632198,0.1255424843506543,5.7241568936647355e-15,31.65,85.22,0.9993997412123302
1.8322636416420748,0.12471729945284642,4.669092368905457e-15,30.98,81.71,0.9994055601538978
